null
48;1723
60;1908
40;8154
56;6083
63;4033
58;5618
32;7921
59;3851
6;1895
9;7281
57;6069
9;547
6;2528
32;1474
23;2355
6;5461
15;8431
41;394
16;1562
3;636
61;5948
24;6429
14;5847
10;7528
52;688
33;5906
61;7692
16;1574
10;609
6;6776
35;3297
56;2407
36;3899
36;6484
45;4657
45;412
52;7346
21;5004
10;7306
16;8583
32;7533
16;6478
26;3257
14;4545
26;1938
21;4147
53;5584
14;5131
41;3165
56;3709
56;1755
36;1281
11;3616
51;5132
24;8561
15;3572
5;8127
61;4044
40;1115
55;5867
36;3201
24;1593
45;7295
23;1843
22;5702
57;2008
30;5496
33;4992
19;962
40;3313
13;1064
33;3428
18;1894
31;4249
33;8323
24;6626
61;8240
32;6036
58;7069
11;2100
57;475
34;5767
46;2070
20;8778
63;2552
38;5554
4;2505
42;4091
57;2893
56;159
14;7605
47;4568
53;6160
34;4947
56;672
41;1475
63;8305
42;545
1;5515
47;842
24;6401
34;1653
50;2223
48;8633
3;151
17;5584
55;1089
45;3093
62;7881
46;5582
38;976
13;8844
36;5792
49;7397
7;3021
47;1756
38;1604
61;8204
11;3448
54;7411
26;6479
26;6935
17;689
8;6086
13;3174
15;2775
26;5672
20;7225
25;2230
36;4585
18;390
56;4946
11;2992
42;6787
1;6611
51;814
25;4413
24;7186
49;5162
48;3059
11;2848
60;4342
6;6185
54;3943
4;6985
50;5901
63;3008
45;7600
18;4057
45;4297
35;473
15;6749
9;7330
49;6173
53;3908
20;2438
57;1420
56;2835
59;6641
46;5445
8;7476
62;6354
38;7982
43;2949
52;3882
30;6242
6;1135
7;3909
46;8807
5;1789
61;3048
12;1754
42;7130
60;4909
0;3923
23;1342
27;6700
34;4386
36;2977
47;673
15;5751
13;5385
20;965
11;2183
58;2636
38;7624
16;7041
22;5978
53;1345
16;7043
39;4479
31;6595
30;175
43;7151
38;2920
35;8688
22;763
24;7955
42;994
2;4357
17;6792
33;2499
25;4787
49;562
52;906
58;2164
49;2229
34;6138
23;3523
44;5511
23;4413
32;7451
44;3221
47;4006
20;6640
19;5943
57;6757
31;3244
10;255
13;8233
61;5365
15;3836
52;2114
32;2138
31;1667
4;3312
15;4703
10;1346
63;8731
9;2039
26;105
9;2007
18;690
28;7070
28;3113
32;2577
44;2660
30;3445
20;4748
34;8192
45;2075
60;7463
25;662
38;290
14;4071
61;7770
52;687
1;5427
2;8467
53;3782
49;1575
5;3284
36;2089
0;7253
52;1109
54;3766
35;707
29;1100
10;7831
17;7224
39;6570
30;4872
63;3869
55;946
37;4548
8;8893
19;2044
7;1488
32;1116
58;6446
2;8440
16;4665
52;7524
26;2158
38;6068
34;7015
26;3962
42;4454
38;8335
20;8552
47;1629
51;6379
25;6484
56;4456
63;6172
17;348
57;483
17;4750
3;2488
48;7117
20;3160
59;5749
29;3851
1;7517
5;1847
31;2557
22;4719
32;1321
39;3185
45;8286
29;5099
35;6039
59;3521
44;6981
34;4528
28;2368
38;7242
63;236
41;1437
53;541
6;8354
51;2311
43;292
45;6
15;2049
8;941
36;2484
57;5426
39;6664
46;5813
16;8699
13;3144
45;1480
51;6799
7;3471
26;6461
51;4969
17;797
2;2775
38;2007
23;3173
45;100
48;6628
32;3326
2;2329
44;5513
11;702
35;8772
38;5557
17;2486
16;6062
54;8565
0;6971
59;2576
62;2609
30;8720
25;1064
62;5644
43;8217
48;5200
27;1170
13;7631
38;8702
41;3299
37;5924
53;5655
46;2007
43;982
19;4873
49;6405
48;7240
15;8281
5;2233
5;4755
56;8524
39;8004
8;8109
61;7694
55;1104
42;5929
43;8460
9;6689
56;4291
5;1096
58;7221
39;8209
34;1489
33;3643
9;7230
35;7355
20;3707
47;8579
27;8405
56;5555
5;8531
49;6634
45;4392
6;2479
33;1193
61;1643
39;6656
41;2128
42;850
59;8137
12;6064
47;655
12;849
45;7370
43;3831
11;7157
10;2755
41;4983
11;5220
50;5646
0;7667
38;441
21;7208
59;1910
47;6366
49;4076
28;350
28;5244
40;7883
9;2978
28;5488
26;4362
62;8728
47;5342
61;8710
57;6218
33;3834
17;5403
52;1557
29;6984
52;7935
2;2360
40;3252
13;5791
40;1868
60;8739
60;5527
39;8492
51;278
62;8486
32;7190
0;5953
57;5338
14;1475
0;612
14;6681
20;4895
58;2821
47;3851
42;1083
57;4644
14;6750
22;3406
33;8530
50;2191
7;4095
11;7009
14;5127
30;3029
49;8564
25;4171
55;336
7;3833
18;2165
55;7205
41;8777
54;3339
39;3997
32;2156
46;838
52;2664
48;4150
61;1304
53;8542
39;7798
49;3492
18;6099
20;2124
26;6978
1;549
63;3237
33;2592
43;4959
3;8152
36;5787
59;5834
25;950
55;6013
15;7329
19;1827
9;335
4;4135
52;2876
2;8399
39;4520
17;2369
58;2415
61;8
29;7023
4;7566
56;4494
12;4889
54;7763
61;5322
5;3691
11;342
29;3858
34;8689
62;1074
8;3154
5;2008
20;6774
58;259
7;2310
16;4389
35;4426
58;5507
20;6575
37;2879
53;848
28;3349
30;6079
46;8344
57;8124
29;1495
16;6076
62;7173
36;1288
51;8641
17;5041
32;1121
57;7610
28;7245
6;6438
46;5699
59;4685
1;8719
56;1571
33;8843
11;5065
18;46
22;7443
53;7340
11;7465
34;7014
49;3192
14;5144
53;7509
41;1310
51;4926
43;5113
17;8797
63;4642
26;3087
41;2090
0;7955
40;874
60;7903
17;4152
47;5049
15;4925
36;4507
27;1241
26;8450
42;6784
28;7832
15;2313
2;1387
19;2560
62;8450
32;8204
36;4952
4;1728
36;7392
33;3291
32;6073
59;6670
58;1928
32;4749
52;7473
52;7767
27;4805
32;1912
46;1942
61;6853
23;4127
31;6181
19;2106
6;494
42;1040
62;8110
56;7445
30;7124
45;7544
56;4581
21;4019
32;3320
53;1563
19;323
50;3686
49;5686
8;447
59;1269
14;5668
18;653
32;4319
35;3860
16;4495
19;5413
6;1191
27;4752
3;478
46;5147
5;3480
37;2530
8;5914
15;8610
56;1496
13;6153
13;6381
33;2305
42;5072
14;8129
14;7597
27;5271
37;2854
15;8642
49;6930
6;5283
27;8378
11;522
59;7132
49;1883
30;3136
22;2706
44;5801
54;1024
35;7082
12;5076
11;4051
12;6523
25;6311
13;3845
46;1163
51;7220
36;4087
37;6825
14;7980
1;3944
41;5794
43;4457
23;99
31;7879
29;536
21;8178
7;3149
12;1064
33;989
62;5468
23;8576
45;340
14;1916
7;5190
1;1663
42;2995
34;1989
6;1722
25;5904
31;6080
37;6217
14;6769
61;8692
4;4468
54;6363
36;2114
4;3855
41;6686
58;3684
2;884
5;857
17;3652
38;5322
23;7458
31;8009
32;8896
47;2086
33;5497
6;3493
34;3076
1;7657
33;4809
53;3749
53;8736
30;4671
8;5934
10;7633
33;192
33;795
0;3577
39;2532
7;794
60;3709
53;967
26;3734
4;7932
24;1997
42;7517
59;8303
21;2923
0;1324
14;8276
3;2049
39;5473
23;7812
17;5774
32;6434
27;6552
37;364
62;6808
28;709
59;6389
41;8160
19;6104
37;8595
48;5353
27;8179
6;455
61;7263
3;6458
52;2194
39;2130
50;2292
12;7994
46;486
48;7019
9;8014
62;2762
48;8779
15;81
34;3138
61;5267
29;8350
28;1131
50;4214
28;2094
49;4280
17;1324
61;735
4;6492
51;4009
4;2248
48;5034
39;1157
17;7446
2;8299
46;679
6;4205
18;2225
6;2639
46;2918
55;3414
48;8245
28;8010
61;2524
37;4304
24;3934
40;2141
15;3670
39;6141
2;464
7;5128
44;4961
29;2913
39;7527
26;346
42;7847
11;280
56;6301
30;1016
40;7106
5;7066
38;3792
56;3830
57;2461
4;1191
30;1201
15;4081
18;3689
53;2749
27;6288
58;1471
2;6405
57;6056
37;5416
42;7805
41;903
31;7422
26;2042
42;5489
26;1652
15;7286
1;5793
46;8526
63;1751
41;8238
1;3386
62;6
24;2798
61;6626
60;5414
3;3752
29;985
2;7615
35;1263
62;6027
12;3555
36;3572
15;2550
3;3042
37;5252
30;8522
58;5295
58;2280
27;3801
8;5127
45;5198
57;5587
47;7269
46;5408
28;2072
32;4255
11;2652
27;8273
5;2811
10;7664
27;5298
34;4458
58;3599
3;845
52;5410
23;6641
58;5948
7;7457
43;1203
53;1174
43;4040
23;1981
52;5498
11;3883
56;8696
15;3668
1;1590
28;5711
7;3314
8;7898
24;2603
37;702
16;6845
21;4350
56;4282
10;3908
32;245
24;6588
35;4761
63;4787
19;2316
14;2350
17;7971
58;2301
4;2580
53;1419
7;8878
38;8350
0;6673
1;537
11;5043
17;5012
57;5508
50;1936
33;861
54;4775
17;5375
35;3147
63;8785
51;4038
51;8261
34;2056
37;1004
30;2412
47;6840
7;7482
58;8198
33;4400
37;7070
27;7744
47;4452
23;4689
45;30
58;5740
7;3992
4;1012
1;2909
14;414
6;7043
51;8025
36;2482
53;61
11;5638
63;4382
43;2355
16;501
31;6396
52;50
14;243
11;511
6;5083
8;874
17;1040
41;6199
22;3894
